City,Household_Size,Seasonal_Index,Garden_Area,Avg_Rainfall,Household_Income,Previous_Day_Usage,City_Population,Daily_Water_Used,Avg_Water_Table,Suitability
Lucknow,1,1.1,29.5,,37800,183.973,4500000,195.05,800,Suitable
Lucknow,1,1.273,196.27,1000,46000,171.806,4500000,176.1,800,Suitable
Lucknow,6,0.8,55.29,1000,111800,124.6,4500000,119.33,800,Suitable
Ahmedabad,3,0.99,,600,,282.7,8000000,284.53,480,Suitable
Mumbai,6,1.18,80.731,,61700,268.446,20400000,271.49,1760,Suitable
Mumbai,3,0.8,35.9,2200,148900,257.8,20400000,259.6,,Suitable
Jaipur,3,0.89,19.995,550,85200,239.34,3500000,241.36,440,Suitable
Kolkata,2,0.9,191.6,1600,60700,172.8,14800000,172.073,1280,Suitable
Kolkata,3,0.53,61.438,1600,52700,176.959,14800000,179.1,1280,Suitable
Hyderabad,1,1.27,41.4,850,,140.959,10000000,133.654,680,Suitable
Jaipur,1,0.571,16.09,550,129600,249.6,3500000,246.8,440,Suitable
Jaipur,6,1.08,146.104,550,20700,202.902,3500000,197.951,440,Suitable
Ahmedabad,6,0.55,66.95,600,130200,187.5,8000000,188.74,480,Suitable
Lucknow,4,0.9,157.6,1000,38900,209.368,4500000,205.8,800,Suitable
Bangalore,3,1.35,91.106,900,37900,234.17,12000000,238.72,720,Suitable
Ahmedabad,3,1.2,26.523,600,46500,161.2,8000000,158.1,480,Suitable
Bangalore,6,0.7,,900,113000,287.1,12000000,294.6,720,Suitable
Delhi,6,1.127,37.3,800,142500,264.9,19000000,267.33,640,Suitable
Kolkata,6,0.641,186.377,1600,149100,163.6,14800000,160,1280,Suitable
Pune,1,0.7,117.36,650,75800,116.14,7300000,117.33,520,Suitable
Bangalore,,0.8,,900,117700,,12000000,268.6,720,Suitable
Ahmedabad,2,1.374,143.7,600,22600,292.164,8000000,284.5,480,Suitable
Delhi,4,1.47,162.9,800,39700,268.584,19000000,265.367,640,Suitable
Hyderabad,1,1.3,22.28,850,119800,239.98,10000000,243.191,680,Suitable
Hyderabad,2,1.4,162.061,850,100700,248.2,10000000,244.7,680,Suitable
Jaipur,3,0.837,68.922,550,69700,124.576,3500000,115.27,440,Suitable
Bangalore,3,1.031,81.972,900,,139.03,12000000,140,720,Suitable
Kolkata,2,,189.81,1600,45700,144.42,14800000,145.3,,
Lucknow,1,0.8,185,1000,56500,275.324,4500000,275.44,800,Suitable
Kolkata,2,,62.553,1600,,231.6,14800000,227.7,1280,Suitable
Jaipur,6,1.4,26.2,550,93000,164.8,3500000,166.725,440,Suitable
Pune,3,1.5,158.989,650,124500,210.2,7300000,204.1,520,Suitable
Bangalore,6,0.763,41.83,900,20200,139.06,12000000,131,720,Suitable
Pune,6,0.5,158.78,650,123700,253.87,7300000,256.73,520,Suitable
Lucknow,1,0.72,70.5,1000,24100,267.8,4500000,,800,Suitable
Jaipur,6,0.99,23.61,550,66000,298.2,3500000,302.32,440,Suitable
Kolkata,2,1.2,24.9,1600,31000,255.04,14800000,238.932,1280,Suitable
Kolkata,3,0.8,10.08,1600,134800,206.698,14800000,203.108,1280,Suitable
Delhi,6,0.68,169.82,800,,215.58,19000000,212.078,640,Suitable
Jaipur,4,0.714,43.4,550,37100,267.81,3500000,277.121,440,Suitable
Hyderabad,3,1.05,37,850,114300,144.33,10000000,145.79,680,Suitable
Hyderabad,6,1.421,16.1,850,79900,112.743,10000000,104.281,680,Suitable
Kolkata,6,1.433,11.551,1600,138000,213.22,14800000,205.3,1280,Suitable
Kolkata,4,1.4,193.24,,149200,206.621,14800000,209.9,1280,Suitable
Bangalore,3,0.733,152.05,900,96200,290.733,12000000,293.134,720,Suitable
Bangalore,6,1.12,95.97,900,98900,129.529,12000000,121.189,720,Suitable
Mumbai,1,1.46,146.451,2200,31000,284.5,20400000,286.665,1760,Suitable
Ahmedabad,1,1.5,114.3,600,69200,165.3,8000000,168.3,480,Suitable
Jaipur,6,,151.751,550,129600,245.3,3500000,251.52,440,Suitable
Bangalore,5,0.53,179.1,900,57000,232.94,12000000,221.6,720,Suitable
Kolkata,5,0.779,153.562,1600,105500,250.221,14800000,245.7,1280,Suitable
Lucknow,,0.58,127.196,1000,83100,284.579,4500000,286.7,800,Suitable
Kolkata,4,1.2,133.539,1600,68200,,14800000,163.08,1280,Suitable
Jaipur,2,0.55,131.875,550,31200,128.05,3500000,128.394,440,Suitable
Hyderabad,2,1.09,42.26,850,62000,262.59,10000000,267.76,680,Suitable
Pune,,0.71,68.65,,106700,,7300000,210,,Suitable
Kolkata,6,0.772,,1600,93400,193.113,14800000,192.2,1280,Suitable
Delhi,6,1.377,89.6,800,24800,128.69,19000000,129.9,,
Jaipur,3,1.447,153.013,550,116900,163.22,3500000,157.714,440,Suitable
Chennai,6,1.12,191.21,1400,60700,298.4,11000000,305.8,1120,Suitable
Kolkata,4,1.065,117.4,1600,134200,218.465,14800000,219.5,1280,Suitable
Delhi,2,0.57,53.27,800,132800,152.08,19000000,160,640,Suitable
Bangalore,4,0.9,176.652,900,59600,112,12000000,110.44,720,Suitable
Mumbai,3,1.4,85.9,2200,147900,181.18,20400000,179.12,1760,Suitable
Mumbai,1,1.08,147.415,2200,25000,205.227,20400000,206.3,1760,Suitable
Delhi,3,1.1,193.8,800,,271.98,19000000,283.7,640,Suitable
Hyderabad,3,0.58,109.38,850,103100,113.24,10000000,109.9,680,
Jaipur,,1.071,154.336,550,,125.2,,130,440,Suitable
Bangalore,2,1.39,168.176,900,95100,260.7,12000000,254.28,720,Suitable
Delhi,6,,185.97,800,68300,276.8,19000000,279.4,640,Suitable
Lucknow,6,1.3,119.525,1000,47000,133.16,4500000,,800,Suitable
Mumbai,3,,132.7,2200,82800,167.7,20400000,173.58,1760,Suitable
Bangalore,3,0.8,62.923,900,108700,186.644,12000000,182.9,720,Suitable
Hyderabad,4,0.811,101.362,850,43600,297.393,10000000,284.4,680,Suitable
Bangalore,3,1.22,,900,24100,209.8,12000000,214.2,720,Suitable
Ahmedabad,2,0.97,36.7,600,48400,187.7,,192.64,480,Suitable
Delhi,6,1.1,129.5,,26300,122.21,19000000,118.71,640,Suitable
Pune,6,0.815,143.88,650,121500,107.9,7300000,,520,Suitable
Lucknow,1,1.302,148.82,1000,141900,139.23,4500000,136.7,800,Suitable
Jaipur,6,1.14,38.1,550,63100,,3500000,220.945,440,Suitable
Ahmedabad,2,0.8,112.253,600,99300,161.1,8000000,161.5,480,Suitable
Jaipur,5,0.681,62.96,550,95500,200.051,3500000,197.224,440,Suitable
Kolkata,2,0.6,111.154,1600,,143.841,14800000,139.937,1280,Suitable
Delhi,2,0.94,139.6,800,68600,191.891,19000000,197.1,640,Suitable
Delhi,4,0.73,74.364,800,140900,261.21,19000000,256.906,640,Suitable
Jaipur,3,0.76,134.53,550,52000,256.8,3500000,262.2,440,Suitable
Pune,2,1.308,101.94,650,124100,108.798,7300000,111.73,520,Suitable
Kolkata,4,0.79,149.5,1600,47700,181.8,14800000,188.22,1280,Suitable
Lucknow,1,0.598,171.356,1000,36100,,4500000,138.7,800,Suitable
Bangalore,4,0.972,20.062,900,125400,167.469,12000000,165.27,720,Suitable
Ahmedabad,4,0.542,155.1,600,66600,214.8,8000000,205,480,Suitable
Chennai,6,1.38,182.76,1400,83200,273.564,11000000,281.85,1120,Suitable
Hyderabad,3,1.5,73.48,850,108000,238.1,10000000,241.2,680,Suitable
Chennai,3,0.743,136.802,1400,132900,101.9,11000000,97.93,1120,Suitable
Ahmedabad,3,1.5,23.63,600,92300,289.655,,298,480,Suitable
Chennai,5,1.292,61.3,1400,136700,223.634,11000000,232.99,1120,Suitable
Jaipur,4,1.3,,550,36200,105.401,3500000,99.6,440,Suitable
Bangalore,4,0.9,31.2,900,57300,269.841,12000000,274.5,720,
Jaipur,1,1.11,135.75,550,77200,210.4,3500000,198.66,440,Suitable
Bangalore,2,0.74,89.973,900,101800,154.143,12000000,151.4,720,Suitable
Kolkata,1,1,23.75,1600,113400,280.47,14800000,275.819,1280,Suitable
Delhi,6,0.682,144.85,800,101900,190.516,19000000,187.14,640,Suitable
Hyderabad,4,,120.7,850,117600,147.53,10000000,149.9,680,Suitable
Mumbai,6,0.643,,2200,67600,281.151,20400000,,1760,Suitable
Bangalore,6,0.526,103.253,900,145100,104.7,12000000,100.73,720,Suitable
Delhi,1,1.414,,800,98900,286.86,19000000,286.917,640,Suitable
Hyderabad,5,0.5,61.15,850,102000,245.737,10000000,244.26,680,Suitable
Kolkata,6,0.5,84.7,1600,26800,103.1,14800000,102.1,1280,Suitable
Lucknow,,1.15,106.25,1000,96000,211.762,4500000,205.85,800,Suitable
Mumbai,3,1.08,693.4638057,2200,493200,,20400000,689.8356641,1760,
Jaipur,3,0.598,40.9,550,109900,249.94,3500000,242.59,440,Suitable
Ahmedabad,5,0.566,136.87,600,82700,258.046,8000000,,480,Suitable
Bangalore,3,0.67,170.116,900,22400,148.9,12000000,149.3,720,Suitable
Hyderabad,4,1.16,178.126,850,75600,140.39,10000000,143.2,680,Suitable
Hyderabad,4,1.3,100.031,850,25100,285.1,10000000,288.5,680,Suitable
Lucknow,2,1.4,113.55,1000,124200,130.325,4500000,122.6,800,Suitable
Hyderabad,4,1.378,64.209,850,118900,216.44,10000000,207.1,680,Suitable
Jaipur,1,1.226,169.878,550,124200,258.92,3500000,249.73,440,Suitable
Kolkata,4,0.61,,1600,112100,255.654,14800000,264.071,1280,Suitable
Lucknow,3,1.418,138,1000,62000,272.53,4500000,264.15,800,Suitable
Lucknow,3,1.286,158.2,1000,,280.35,4500000,286.25,800,Suitable
Jaipur,3,1,32.75,550,56000,192.89,3500000,194.267,440,Suitable
Bangalore,2,0.796,156.79,900,99700,271.799,12000000,264.73,720,Suitable
Pune,2,1.3,17.25,650,61200,197.1,7300000,,520,Suitable
Delhi,5,1.235,123.8,800,139200,118.89,19000000,121.216,640,Suitable
Chennai,6,0.787,141.078,1400,36400,185.272,11000000,188.971,,Suitable
Kolkata,1,0.5,159.693,1600,119600,188.7,14800000,193.033,1280,Suitable
Pune,5,1.5,114.48,650,20000,273.56,7300000,283.04,520,Suitable
Hyderabad,3,1.15,118.27,850,72000,230.1,10000000,224.609,680,Suitable
Hyderabad,6,0.6,58,850,99000,254.237,10000000,,680,Suitable
Mumbai,5,1.033,83.21,2200,46500,276.118,20400000,279.47,1760,Suitable
Mumbai,5,1.317,65.58,2200,109400,142.5,20400000,140.7,1760,Suitable
Mumbai,3,1.212,70.9,2200,93400,246.3,20400000,251.3,1760,Suitable
Lucknow,1,1.235,66.4,1000,120000,256.9,4500000,261.6,800,Suitable
Jaipur,3,1.1,137.87,550,40600,213.895,3500000,,440,Suitable
Pune,2,0.9,180.764,650,56100,261.454,7300000,253.743,520,Suitable
Delhi,3,,58.098,800,,,19000000,140.542,640,Suitable
Ahmedabad,4,0.57,20.1,600,103700,119.51,8000000,121.918,480,Suitable
Jaipur,1,1,109.8,550,92100,290.3,3500000,294.3,440,Suitable
Ahmedabad,4,1.4,152.7,600,57500,272.05,8000000,269.7,480,Suitable
Chennai,6,0.589,40.02,1400,134000,269.56,11000000,266.36,1120,Suitable
Kolkata,4,0.624,69.57,1600,112300,128.76,14800000,130.608,1280,Suitable
Kolkata,4,0.67,69.1,1600,51200,132.406,14800000,128.599,1280,Suitable
Ahmedabad,1,0.5,61.71,600,119900,106.7,8000000,109.186,480,Suitable
Jaipur,1,1.2,69.798,550,87500,182.4,3500000,187.5,440,Suitable
Lucknow,6,1,63.1,1000,122100,177.1,4500000,167.895,800,Suitable
Hyderabad,2,1.1,17.6,850,134600,175.7,10000000,,680,Suitable
Lucknow,,0.682,91.885,1000,25100,132.8,4500000,131.89,800,Suitable
Lucknow,5,0.6,59.53,1000,137800,170,4500000,,800,Suitable
Delhi,2,0.692,83.747,800,113700,249.419,19000000,251.1,640,Suitable
Pune,4,1.3,59.54,650,20600,277.1,7300000,279.8,520,Suitable
Ahmedabad,2,1.43,112.11,600,106800,126.45,8000000,118.659,480,Suitable
Chennai,3,1,23.031,1400,69600,237.4,11000000,229.027,1120,Suitable
Chennai,6,0.9,198.25,1400,143400,291.6,11000000,291.7,1120,Suitable
Kolkata,5,1.12,137.75,1600,84600,215.87,14800000,206.8,1280,
Jaipur,1,1.401,60.8,550,53600,164.29,3500000,170.3,440,Suitable
Kolkata,6,1.1,23.5,1600,86300,282.6,14800000,282.8,1280,Suitable
Chennai,6,0.76,120.8,1400,95200,238,11000000,232.88,,Suitable
Jaipur,2,0.699,46.397,550,148600,176.185,3500000,179.53,440,Suitable
Kolkata,1,0.54,128.36,1600,100500,122.979,14800000,128.9,1280,Suitable
Jaipur,4,1,156.28,550,105300,290.816,3500000,,440,Suitable
Delhi,1,0.9,182.12,800,26300,295.74,19000000,306.8,640,Suitable
Bangalore,5,0.66,34.293,900,53000,286.64,12000000,,720,Suitable
Pune,6,,172.833,650,60400,112.91,7300000,114.483,520,Suitable
Delhi,3,1.402,88.3,800,26200,127.06,19000000,127.076,640,Suitable
Kolkata,3,0.834,85.9,1600,42800,,14800000,213.8,1280,Suitable
Hyderabad,2,1.4,104.19,850,81300,268.604,10000000,273.32,680,Suitable
Delhi,3,1.07,119.397,800,137900,231.383,,231.3,640,Suitable
Pune,1,0.537,174,650,29800,195.729,7300000,200.1,520,Suitable
Ahmedabad,4,1.02,42.7,600,34500,171.84,8000000,169.2,480,Suitable
Ahmedabad,2,0.803,128.45,600,100000,142.34,8000000,135.1,480,Suitable
Bangalore,1,0.59,76.31,900,75800,180.7,12000000,176.23,720,Suitable
Chennai,6,0.75,124.1,1400,106800,220.9,11000000,212,1120,Suitable
Delhi,6,1.3,30.613,800,,175.3,19000000,180.114,640,Suitable
Chennai,5,0.813,77.066,1400,46300,206.771,11000000,210.8,1120,Suitable
Kolkata,5,1.006,64.4,1600,82700,247.528,14800000,247.24,1280,Suitable
Pune,2,0.612,161.33,650,95200,140.72,7300000,150.44,520,Suitable
Kolkata,1,1.3,74.4,1600,32500,107.444,14800000,105.961,1280,Suitable
Jaipur,3,1.5,73.1,550,69400,261.09,3500000,269,440,Suitable
Pune,3,0.921,170.69,,143300,200.948,7300000,201.5,520,Suitable
Delhi,6,1.489,165.167,800,91000,263.6,19000000,258.41,640,Suitable
Mumbai,4,0.6,70.304,2200,142700,156.86,20400000,161.63,1760,Suitable
Pune,1,0.99,94.09,650,41100,,7300000,232.98,520,
Bangalore,3,1.2,139.957,900,136100,174.25,12000000,167.642,720,Suitable
Mumbai,1,0.57,73.6,2200,140600,263.82,20400000,259.2,1760,Suitable
Ahmedabad,1,,164.6,600,100600,268.3,8000000,269.518,,Suitable
Lucknow,1,0.957,38.6,1000,25300,223.8,4500000,234.12,800,
Jaipur,5,1,122.618,550,89500,147.29,3500000,148.128,440,Suitable
Jaipur,3,1.2,190.22,550,,104.87,3500000,101.96,440,Suitable
Bangalore,5,1,,900,115300,178.852,12000000,172.04,720,Suitable
Lucknow,1,1.297,126.085,1000,83800,191.48,4500000,189,800,
Ahmedabad,2,,174.84,600,136100,246.6,8000000,248.12,480,Suitable
Jaipur,2,0.77,79.566,550,89700,252.42,3500000,251.315,,Suitable
Mumbai,5,0.59,40.1,2200,43500,233.895,20400000,226.709,1760,Suitable
Pune,,1.04,93.15,650,28000,287.293,7300000,291.63,520,Suitable
Jaipur,4,1.4,40.23,550,71700,251.9,3500000,255.5,440,Suitable
Pune,3,1.38,82.352,650,26000,160.8,7300000,150.6,,Suitable
Ahmedabad,4,1.468,57.8,600,139600,138.84,8000000,131.1,480,Suitable
Pune,4,0.85,36.55,650,118600,253.5,7300000,262.332,,
Pune,3,0.641,119.886,650,75100,141.14,7300000,137.878,520,Suitable
Delhi,4,0.9,121.2,,32500,296.495,19000000,306.23,640,Suitable
Mumbai,4,1.28,84.05,2200,142000,293.44,20400000,299.968,1760,
Kolkata,1,1.237,60.6,1600,146700,273.94,14800000,274.4,1280,Suitable
Delhi,2,1.17,16.465,800,112200,183.72,19000000,180.441,640,Suitable
Lucknow,,0.9,42.8,1000,39300,111.8,4500000,109.3,800,Suitable
Pune,,1.1,140.17,650,90000,166.62,7300000,166.97,520,Suitable
Kolkata,5,0.89,126.3,1600,110600,160.3,14800000,172.5,1280,Suitable
Kolkata,3,0.759,195.52,,39900,161.07,14800000,157.4,1280,Suitable
Jaipur,3,,126,550,57300,196.47,3500000,198.399,440,Suitable
Ahmedabad,6,1.2,24.09,600,124100,228.47,8000000,236.2,480,
Lucknow,2,1.46,47.64,1000,58800,234.84,4500000,223,800,Suitable
Delhi,6,1.2,45.793,800,50300,188.921,19000000,195.65,640,Suitable
Lucknow,5,0.7,169.368,1000,149200,198.2,4500000,196.64,800,Suitable
Chennai,4,1,10.083,1400,84200,106.7,11000000,109.62,1120,Suitable
Mumbai,5,0.55,131.9,2200,68400,199.7,20400000,197.992,1760,Suitable
Ahmedabad,6,0.7,30.609,600,129600,128.2,8000000,130.61,480,Suitable
Ahmedabad,5,0.6,,600,50900,185.074,8000000,,480,Suitable
Delhi,1,0.683,68.6,800,137700,241.017,19000000,245.241,640,Suitable
Bangalore,5,1.05,74.949,900,141000,191.5,12000000,195.2,720,Suitable
Lucknow,1,0.926,72.349,1000,116000,200,4500000,202.97,800,Suitable
Jaipur,1,1.214,159.3,550,42000,150.24,3500000,155.59,440,Suitable
Mumbai,5,1.192,194.09,2200,36300,102.335,20400000,95.1,1760,Suitable
Mumbai,5,1.2,,2200,60500,249.26,20400000,244.766,1760,Suitable
Mumbai,2,0.961,60.316,2200,72200,114.1,20400000,117.62,1760,Suitable
Kolkata,5,1.4,46.71,1600,72300,179.79,,188.3,1280,Suitable
Ahmedabad,3,1.489,156.251,,47200,284.61,8000000,289.2,480,Suitable
Pune,6,1.44,23.57,650,137700,220.85,7300000,228.5,520,Suitable
Pune,2,1.34,78.08,650,26400,298.682,7300000,,520,Suitable
Mumbai,2,1.42,76.694,2200,39700,251.01,20400000,253.3,1760,Suitable
Mumbai,1,1.36,146.948,2200,85500,,20400000,205.2,1760,Suitable
Kolkata,3,0.55,,1600,49200,160.806,14800000,163.217,1280,Suitable
Pune,4,1.3,187.8,650,62400,234.21,7300000,236.46,520,Suitable
Pune,2,0.9,128.9,650,26400,242.234,7300000,251.446,520,Suitable
Ahmedabad,,,198.364,600,85800,140.4,8000000,138.05,480,Suitable
Bangalore,3,0.55,36.91,900,137100,226.1,12000000,,720,
Delhi,6,0.9,149.13,800,55600,229.6,19000000,,640,Suitable
Ahmedabad,1,1.17,151.536,600,90700,117.372,8000000,116.4,480,
Delhi,3,0.834,118.222,800,44300,267.73,19000000,277.348,640,Suitable
Jaipur,4,0.54,,550,102600,109.1,3500000,111.761,440,Suitable
Kolkata,1,0.6,119.079,1600,103400,125.61,14800000,117.641,1280,Suitable
Jaipur,3,0.6,86.7,550,20000,272.5,3500000,265.994,440,Suitable
Pune,5,0.8,93.443,650,110300,129.02,,,520,Suitable
Ahmedabad,2,0.9,160.504,600,136100,,8000000,232.963,480,Suitable
Mumbai,4,0.848,113.25,2200,,277.4,20400000,287,1760,Suitable
Ahmedabad,5,0.8,15.106,600,93600,245.5,8000000,249.802,,Suitable
Lucknow,3,0.85,99.75,1000,116300,120.8,4500000,125.3,800,Suitable
Kolkata,1,0.933,21.73,,133500,249.726,14800000,256.153,1280,Suitable
Kolkata,,0.84,40.298,1600,46200,285.12,14800000,291.514,1280,Suitable
Delhi,1,0.543,196.8,800,123600,243.56,19000000,246.76,640,Suitable
Hyderabad,1,0.72,127.15,850,139600,296.182,10000000,292.505,680,Suitable
Lucknow,2,1,33.1,1000,35400,225.771,4500000,222.65,800,Suitable
Lucknow,,1.475,36.6,1000,114500,201.94,4500000,194.8,800,Suitable
Lucknow,3,0.52,15,1000,78200,164.2,4500000,169.64,800,Suitable
Lucknow,4,0.79,77.3,1000,136600,139.19,4500000,138,800,Suitable
Bangalore,6,0.8,160.1,900,87000,210.14,12000000,214.3,720,Suitable
Lucknow,1,0.73,182,1000,57500,192.542,4500000,198.7,800,Suitable
Bangalore,3,1.06,162.48,900,116600,248.9,12000000,247.5,720,Suitable
Bangalore,2,0.75,97.72,900,37300,128.8,12000000,131.686,720,Suitable
Chennai,,1.41,38.9,1400,40300,210.249,,200.9,1120,Suitable
Ahmedabad,2,0.796,193.07,600,98800,156.6,,,480,Suitable
Jaipur,3,1.31,149.95,550,78900,113.9,3500000,117.073,440,Suitable
Hyderabad,1,0.582,186.68,850,51300,,,180.895,680,Suitable
Jaipur,2,0.537,115.95,550,116100,120.54,3500000,120.9,440,Suitable
Jaipur,2,1.496,85.14,550,77200,174.2,3500000,182.874,440,Suitable
Delhi,4,1.2,21.962,800,94700,245.09,19000000,239.067,640,Suitable
Ahmedabad,1,1.3,121.3,600,141600,111.5,8000000,107.048,480,Suitable
Delhi,4,1.07,158.62,,109800,216.89,19000000,221.3,640,Suitable
Mumbai,5,0.908,42.955,2200,33400,194.589,20400000,192.9,1760,Suitable
Ahmedabad,6,1.47,193.605,600,87000,185.93,8000000,185,480,Suitable
Pune,5,0.817,121.6,650,107900,285.3,7300000,286.6,520,Suitable
Lucknow,5,1.39,180.7,1000,73400,230.57,4500000,233.403,800,Suitable
Delhi,2,0.7,77.598,800,70100,194.47,19000000,192.5,640,Suitable
Bangalore,3,1.02,93.39,900,119600,298.34,12000000,301.5,720,
Delhi,2,0.6,29.03,800,86000,169.6,19000000,161.2,640,Suitable
Kolkata,4,1.3,11.62,1600,135200,147.98,14800000,137.02,1280,Suitable
Chennai,1,0.6,174.5,1400,104800,180.7,11000000,182.259,1120,Suitable
Jaipur,2,1.34,98.85,,93500,,3500000,147.68,,Suitable
Ahmedabad,6,0.7,52.6,600,50400,263.11,8000000,266.485,480,Suitable
Chennai,1,1.16,167.282,1400,45500,218.033,11000000,210.04,1120,Suitable
Bangalore,4,1.417,126,900,147200,206.62,12000000,209.035,720,Suitable
Chennai,4,,155.4,1400,75500,108.319,11000000,108.2,1120,
Bangalore,3,1.31,168.789,900,65600,116.01,12000000,122.28,720,Suitable
Hyderabad,3,1.22,150.108,850,73300,178.4,10000000,185.744,680,Suitable
Delhi,3,0.5,56.3,800,102500,210.98,19000000,206.19,640,Suitable
Mumbai,3,1.4,91.56,2200,27100,129.427,20400000,122.38,1760,Suitable
Jaipur,5,0.75,61.43,550,50200,120.1,3500000,123.2,440,Suitable
Bangalore,1,0.658,80.49,900,119200,183.2,12000000,186.2,720,Suitable
Chennai,6,0.62,705.6387823,1400,98100,778.6369343,11000000,590.4969192,1120,Suitable
Delhi,4,0.8,50.61,800,123600,122.687,19000000,120.1,640,Suitable
Bangalore,3,0.5,51.6,900,114300,272.2,12000000,,720,Suitable
Delhi,3,0.54,128.24,800,149300,238.37,19000000,240.45,640,
Lucknow,3,1.4,127.02,1000,71100,167.672,4500000,164.4,800,Suitable
Kolkata,5,0.556,69.447,1600,25500,213.561,14800000,203.394,1280,Suitable
Delhi,5,0.788,83.2,800,74300,156.1,19000000,160.44,640,
Ahmedabad,6,0.54,,600,75400,186.29,8000000,185.27,480,Suitable
Pune,6,1.4,177.317,650,68800,283.31,7300000,272.52,520,Suitable
Jaipur,5,1.11,122.439,550,84200,104.316,3500000,108.61,440,Suitable
Ahmedabad,3,1.078,140.925,600,85000,121.9,8000000,118.9,480,Suitable
Lucknow,2,1.122,102.91,1000,76100,262.7,4500000,262.8,800,Suitable
Jaipur,1,1.023,86.062,550,106100,199.01,3500000,206.088,440,Suitable
Bangalore,1,1.1,89.4,900,135200,232.228,12000000,231.61,720,Suitable
Pune,5,1.3,42.113,650,47800,153.1,7300000,153.93,520,Suitable
Pune,3,0.7,163.3,650,109100,238.07,7300000,252.001,520,Suitable
Pune,1,1,193.571,650,77600,197.3,7300000,193,520,Suitable
Jaipur,1,0.65,98.7,550,67000,262.75,3500000,264.9,440,Suitable
Chennai,3,1.15,152.67,1400,74400,,11000000,183.5,1120,Suitable
Hyderabad,6,0.8,149.997,850,93300,111.4,,100.8,680,Suitable
Mumbai,3,1.003,172.1,2200,147400,172.314,,172.098,1760,Suitable
Pune,4,0.6,141.75,650,21900,186.628,7300000,194.13,520,Suitable
Ahmedabad,4,1.18,51.51,600,46300,,8000000,224.87,480,Suitable
Kolkata,,0.79,159.235,1600,90500,220,14800000,217,1280,Suitable
Chennai,1,0.5,108.93,1400,23100,131.521,11000000,127.86,1120,Suitable
Mumbai,4,0.623,44.3,2200,,163.737,20400000,172.3,1760,Suitable
Pune,4,0.9,83.958,650,45300,230.97,7300000,227.5,,Suitable
Mumbai,3,0.9,116.12,2200,75400,142.88,20400000,141.49,1760,Suitable
Mumbai,5,0.9,109.13,2200,78900,,20400000,251.8,1760,Suitable
Ahmedabad,1,0.57,100.2,600,115700,217,8000000,204.65,480,Suitable
Mumbai,2,0.77,46.208,2200,138600,236.91,20400000,233.13,1760,Suitable
Lucknow,3,1.355,105.01,1000,48200,205.6,4500000,209.483,800,Suitable
Bangalore,6,1.2,16.9,900,96900,,12000000,143.9,720,Suitable
Bangalore,1,1.4,161.7,900,81300,113.4,12000000,108.4,720,Suitable
Mumbai,2,1.5,11.114,2200,29900,130.02,20400000,127.44,1760,Suitable
Lucknow,1,0.83,,1000,100300,232.49,4500000,237.318,800,Suitable
Bangalore,2,1,156.24,900,75900,168.67,12000000,164.41,720,Suitable
Ahmedabad,4,1.14,46.709,,29600,171.135,8000000,173.06,480,Suitable
Bangalore,5,1,40.148,,21100,227.82,12000000,,720,Suitable
Kolkata,4,,33.77,1600,67100,229.2,14800000,226.624,,Suitable
Pune,3,0.502,94.3,650,64000,125.91,7300000,125.305,520,Suitable
Delhi,4,1.03,52.35,800,23400,236.8,19000000,242.735,640,Suitable
Delhi,4,0.52,182.81,800,60400,193.969,19000000,199.53,640,Suitable
Lucknow,3,0.63,182.081,,75000,193.1,4500000,192.5,800,Suitable
Mumbai,5,1.1,103.392,2200,81600,211.41,20400000,211.767,1760,Suitable
Delhi,2,1.03,159.5,800,41000,109.1,19000000,105.3,,Suitable
Delhi,6,0.5,21.94,800,34400,260.8,19000000,257.5,640,Suitable
Lucknow,1,1.136,60.4,1000,126700,150.969,4500000,151.199,800,Suitable
Chennai,3,1.5,162.07,1400,36600,238.3,11000000,236.83,1120,Suitable
Lucknow,6,1.141,86.414,1000,81100,160.31,4500000,166.58,800,Suitable
Bangalore,2,0.762,34.67,900,81400,123,12000000,118.4,720,Suitable
Delhi,2,0.82,16.621,800,111700,155.01,19000000,150.94,640,Suitable
Bangalore,2,1.455,152.7,900,82500,212.1,12000000,212.4,,Suitable
Delhi,6,1.4,37.93,800,145800,202.333,19000000,196.331,640,Suitable
Bangalore,2,0.9,44.6,,126600,162.803,12000000,165.781,720,Suitable
Chennai,3,0.9,166.2,1400,101000,108.718,11000000,111.036,1120,Suitable
Jaipur,6,1.13,189.52,550,69300,150.097,3500000,148.11,440,Suitable
Bangalore,6,0.61,29,900,78200,211.8,12000000,204.847,720,Suitable
Bangalore,6,0.78,81.33,900,24400,216.03,12000000,209.65,720,Suitable
Ahmedabad,3,0.871,79.94,600,139700,200.412,8000000,199.6,480,Suitable
Ahmedabad,1,0.8,26.4,600,73900,198.1,8000000,192.5,480,
Hyderabad,4,1.093,174.3,850,36900,195.4,10000000,187.32,680,Suitable
Lucknow,6,0.57,122.709,1000,74600,268.41,4500000,271.737,800,Suitable
Chennai,6,1.332,168.79,1400,40800,227.7,11000000,223.3,1120,Suitable
Lucknow,4,0.9,84.23,1000,57800,133.11,4500000,135.68,800,Suitable
Kolkata,3,1.4,90.159,1600,68100,148.413,14800000,147.974,1280,Suitable
Ahmedabad,3,0.84,130.31,600,26900,137.1,8000000,,480,Suitable
Delhi,2,0.908,41.1,800,118500,241.634,,237.348,640,Suitable
